system:index,stats,.geo
0,"[[1986-07-13, 1986-07-29, 1986-08-23, 1986-08-30, 1986-09-15], [1987-06-30, 1987-07-16, 1987-08-17, 1987-09-02, 1987-09-18], [1988-06-08], [1989-07-13, 1989-08-07], [1990-09-10], [1991-06-02, 1991-06-09, 1991-06-25, 1991-07-11, 1991-07-27, 1991-08-12, 1991-09-13], [1992-07-14], [1996-07-08, 1996-07-24, 1996-08-25, 1996-09-10], [1997-06-09, 1997-07-27, 1997-08-21, 1997-08-28, 1997-09-06, 1997-09-22, 1997-09-29], [1998-06-12, 1998-07-07, 1998-07-14, 1998-07-30, 1998-08-08, 1998-08-15, 1998-08-31, 1998-09-25], [1999-06-15, 1999-06-24, 1999-07-10, 1999-07-17, 1999-08-10, 1999-08-19, 1999-08-26, 1999-08-27, 1999-09-12], [2000-06-09, 2000-07-11, 2000-07-19, 2000-08-12, 2000-08-13, 2000-08-20, 2000-08-28, 2000-09-05, 2000-09-21, 2000-09-29]]","{""type"":""MultiPoint"",""coordinates"":[]}"
